Month,Borough_x,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN,Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough_y,Daytime Routes,Structure,lat,long,North Direction Label,South Direction Label,ADA,ADA Notes,Georeference
01/01/2023,Brooklyn,Elevator,EL301,4,2,2,2,225.0,0.978629032258064,121.35,124.0,0.944623655913978,117.13333333333333,124.0,0.977956989247312,727.6,744.0,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617,27,617,R31,BMT,4th Av,Atlantic Av-Barclays Ctr,Bk,D N R,Subway,40.683666,-73.97881,Manhattan,Coney Island - Bay Ridge,1,,POINT (-73.97881 40.683666)
01/01/2023,Brooklyn,Elevator,EL301,4,2,2,2,225.0,0.978629032258064,121.35,124.0,0.944623655913978,117.13333333333333,124.0,0.977956989247312,727.6,744.0,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617,40,617,D24,BMT,Broadway - Brighton,Atlantic Av-Barclays Ctr,Bk,B Q,Subway,40.68446,-73.97689,Manhattan,Brighton Beach & Coney Island,1,,POINT (-73.97689 40.68446)
01/01/2023,Brooklyn,Elevator,EL301,4,2,2,2,225.0,0.978629032258064,121.35,124.0,0.944623655913978,117.13333333333333,124.0,0.977956989247312,727.6,744.0,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617,338,617,235,IRT,Eastern Pky,Atlantic Av-Barclays Ctr,Bk,2 3 4 5,Subway,40.684359,-73.977666,Manhattan,Flatbush - New Lots,1,,POINT (-73.977666 40.684359)
01/01/2023,Brooklyn,Elevator,EL709,6,2,4,0,145.0,0.98508064516129,122.14999999999998,124.0,0.97486559139785,120.88333333333333,124.0,0.971214157706093,722.5833333333334,744.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,25,636,R29,BMT,Broadway,Jay St-MetroTech,Bk,R,Subway,40.69218,-73.985942,Manhattan,Bay Ridge - 95 St,1,,POINT (-73.985942 40.69218)
01/01/2023,Brooklyn,Elevator,EL709,6,2,4,0,145.0,0.98508064516129,122.14999999999998,124.0,0.97486559139785,120.88333333333333,124.0,0.971214157706093,722.5833333333334,744.0,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636,174,636,A41,IND,8th Av - Fulton St,Jay St-MetroTech,Bk,A C F,Subway,40.692338,-73.987342,Manhattan,Euclid - Lefferts - Rockaways - Coney Island,1,,POINT (-73.987342 40.692338)
01/01/2023,Brooklyn,Elevator,EL376,1,1,0,0,126.0,1.0,124.0,124.0,1.0,124.0,124.0,0.992921146953405,738.7333333333333,744.0,BAYPKWY-WST-D,68,Bay Pkwy - Station,68,68,68,B21,BMT,West End,Bay Pkwy,Bk,D,Elevated,40.601875,-73.993728,Manhattan,Coney Island,1,,POINT (-73.993728 40.601875)
01/01/2023,Brooklyn,Elevator,EL738,6,5,1,1,42.0,0.944086021505376,117.06666666666668,124.0,1.0,124.0,124.0,0.97116935483871,722.55,744.0,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615,63,615,B16,BMT,West End,62 St,Bk,D,Elevated,40.626472,-73.996895,Manhattan,Coney Island,1,,POINT (-73.996895 40.626472)
01/01/2023,Brooklyn,Elevator,EL738,6,5,1,1,42.0,0.944086021505376,117.06666666666668,124.0,1.0,124.0,124.0,0.97116935483871,722.55,744.0,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615,73,615,N04,BMT,Sea Beach,New Utrecht Av,Bk,N,Open Cut,40.624842,-73.996353,Manhattan,Coney Island,1,,POINT (-73.996353 40.624842)
01/01/2023,Manhattan,Elevator,EL334,4,2,2,1,213.0,0.967741935483871,120.0,124.0,0.981182795698925,121.66666666666669,124.0,0.967428315412186,719.7666666666667,744.0,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167,167,167,A32,IND,8th Av - Fulton St,W 4 St-Wash Sq,M,A C E,Subway,40.732338,-74.000495,Uptown - Queens,Downtown & Brooklyn,1,,POINT (-74.000495 40.732338)
01/01/2023,Manhattan,Elevator,EL334,4,2,2,1,213.0,0.967741935483871,120.0,124.0,0.981182795698925,121.66666666666669,124.0,0.967428315412186,719.7666666666667,744.0,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167,167,167,D20,IND,6th Av - Culver,W 4 St-Wash Sq,M,B D F M,Subway,40.732338,-74.000495,Uptown - Queens,Downtown & Brooklyn,1,,POINT (-74.000495 40.732338)
01/01/2023,Manhattan,Elevator,EL331,2,2,0,0,124.0,0.987903225806452,122.5,124.0,1.0,124.0,124.0,0.990031362007168,736.5833333333333,744.0,BLEECKERST-LEX-6,408,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619,230,619,D21,IND,6th Av - Culver,Broadway-Lafayette St,M,B D F M,Subway,40.725297,-73.996204,Uptown & The Bronx - Queens,Downtown & Brooklyn,1,,POINT (-73.996204 40.725297)
01/01/2023,Manhattan,Elevator,EL331,2,2,0,0,124.0,0.987903225806452,122.5,124.0,1.0,124.0,124.0,0.990031362007168,736.5833333333333,744.0,BLEECKERST-LEX-6,408,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619,408,619,637,IRT,Lexington Av,Bleecker St,M,6,Subway,40.725915,-73.994659,Uptown & The Bronx,Downtown,1,,POINT (-73.994659 40.725915)
01/01/2023,Manhattan,Elevator,EL201,12,11,1,0,63.0,0.804569892473118,99.76666666666668,124.0,1.0,124.0,124.0,0.899395161290323,669.1500000000001,744.0,51ST-LEX-6,401,"Lexington Av-53 St (E,M)/51 St (6)",612,275,612,F11,IND,Queens Blvd,Lexington Av/53 St,M,E M,Subway,40.757552,-73.969055,Queens,Downtown & Brooklyn,1,,POINT (-73.969055 40.757552)
01/01/2023,Manhattan,Elevator,EL201,12,11,1,0,63.0,0.804569892473118,99.76666666666668,124.0,1.0,124.0,124.0,0.899395161290323,669.1500000000001,744.0,51ST-LEX-6,401,"Lexington Av-53 St (E,M)/51 St (6)",612,401,612,630,IRT,Lexington Av,51 St,M,6,Subway,40.757107,-73.97192,Uptown & The Bronx,Downtown,1,,POINT (-73.97192 40.757107)
01/01/2023,Queens,Elevator,EL429,1,1,0,0,203.0,1.0,124.0,124.0,0.967741935483871,120.0,124.0,0.990591397849462,737.0,744.0,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273,273,273,G21,IND,Queens Blvd,Queens Plaza,Q,E M R,Subway,40.748973,-73.937243,Forest Hills - Jamaica,Manhattan,1,,POINT (-73.937243 40.748973)
01/01/2023,Manhattan,Elevator,EL213,3,1,2,0,85.0,1.0,124.0,124.0,1.0,124.0,124.0,0.989829749103943,736.4333333333334,744.0,34ST-HERALDSQ-BWY-M/N/R/Q,12,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607,12,607,R17,BMT,Broadway - Brighton,34 St-Herald Sq,M,N Q R W,Subway,40.749567,-73.98795,Uptown & Queens,Downtown & Brooklyn,1,,POINT (-73.98795 40.749567)
01/01/2023,Manhattan,Elevator,EL213,3,1,2,0,85.0,1.0,124.0,124.0,1.0,124.0,124.0,0.989829749103943,736.4333333333334,744.0,34ST-HERALDSQ-BWY-M/N/R/Q,12,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607,227,607,D17,IND,6th Av - Culver,34 St-Herald Sq,M,B D F M,Subway,40.749719,-73.987823,Uptown & The Bronx - Queens,Downtown & Brooklyn,1,,POINT (-73.987823 40.749719)
01/01/2023,Manhattan,Elevator,EL107,7,4,3,0,14.0,0.93736559139785,116.23333333333332,124.0,0.949596774193548,117.74999999999996,124.0,0.955801971326165,711.1166666666667,744.0,181ST-BWY7-1,301,181 St - Station,301,301,301,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0,,POINT (-73.933596 40.849505)
01/01/2023,Manhattan,Elevator,EL217,5,3,2,0,272.0,1.0,124.0,124.0,1.0,124.0,124.0,0.987208781362007,734.4833333333333,744.0,14ST-UNIONSQ-LEX-4/5/6,406,"14 St-Union Sq (L,N,Q,R,4,5,6)",602,15,602,R20,BMT,Broadway - Brighton,14 St-Union Sq,M,N Q R W,Subway,40.735736,-73.990568,Uptown & Queens,Downtown & Brooklyn,1,,POINT (-73.990568 40.735736)
01/01/2023,Manhattan,Elevator,EL217,5,3,2,0,272.0,1.0,124.0,124.0,1.0,124.0,124.0,0.987208781362007,734.4833333333333,744.0,14ST-UNIONSQ-LEX-4/5/6,406,"14 St-Union Sq (L,N,Q,R,4,5,6)",602,117,602,L03,BMT,Canarsie,14 St-Union Sq,M,L,Subway,40.734789,-73.99073,8 Av,Brooklyn,1,,POINT (-73.99073 40.734789)
01/01/2023,Manhattan,Elevator,EL217,5,3,2,0,272.0,1.0,124.0,124.0,1.0,124.0,124.0,0.987208781362007,734.4833333333333,744.0,14ST-UNIONSQ-LEX-4/5/6,406,"14 St-Union Sq (L,N,Q,R,4,5,6)",602,406,602,635,IRT,Lexington Av,14 St-Union Sq,M,4 5 6,Subway,40.734673,-73.989951,Uptown & The Bronx,Downtown & Brooklyn,0,,POINT (-73.989951 40.734673)
01/01/2023,Manhattan,Elevator,EL618,0,0,0,0,,1.0,36.0,36.0,1.0,36.0,36.0,1.0,216.0,216.0,34ST-PENNSTATION-7AV-1/2/3,318,34 St-Penn Station - Station,318,318,318,128,IRT,Broadway - 7Av,34 St-Penn Station,M,1 2 3,Subway,40.750373,-73.991057,Uptown & The Bronx,Downtown & Brooklyn,1,,POINT (-73.991057 40.750373)
01/01/2023,Manhattan,Elevator,EL335,2,1,1,0,213.0,1.0,124.0,124.0,1.0,124.0,124.0,0.994220430107527,739.7,744.0,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167,167,167,A32,IND,8th Av - Fulton St,W 4 St-Wash Sq,M,A C E,Subway,40.732338,-74.000495,Uptown - Queens,Downtown & Brooklyn,1,,POINT (-74.000495 40.732338)
01/01/2023,Manhattan,Elevator,EL335,2,1,1,0,213.0,1.0,124.0,124.0,1.0,124.0,124.0,0.994220430107527,739.7,744.0,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,167,W 4 St-Wash Sq - Station,167,167,167,D20,IND,6th Av - Culver,W 4 St-Wash Sq,M,B D F M,Subway,40.732338,-74.000495,Uptown - Queens,Downtown & Brooklyn,1,,POINT (-74.000495 40.732338)
01/01/2023,Queens,Elevator,EL432,3,1,2,2,210.0,0.991397849462366,122.93333333333332,124.0,1.0,124.0,124.0,0.992069892473118,738.1,744.0,JAMAICA-179ST-QBL-F,254,Jamaica-179 St - Station,254,254,254,F01,IND,Queens Blvd,Jamaica-179 St,Q,F,Subway,40.712646,-73.783817,,Manhattan,1,,POINT (-73.783817 40.712646)
01/01/2023,Manhattan,Elevator,EL718X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628,106,628,M22,BMT,Jamaica,Fulton St,M,J Z,Subway,40.710374,-74.007582,Brooklyn,Broad St,1,,POINT (-74.007582 40.710374)
01/01/2023,Manhattan,Elevator,EL718X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628,172,628,A38,IND,8th Av - Fulton St,Fulton St,M,A C,Subway,40.710197,-74.007691,Uptown,Brooklyn,1,,POINT (-74.007691 40.710197)
01/01/2023,Manhattan,Elevator,EL718X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628,332,628,229,IRT,Clark St,Fulton St,M,2 3,Subway,40.709416,-74.006571,Uptown & The Bronx,Downtown & Brooklyn,1,,POINT (-74.006571 40.709416)
01/01/2023,Manhattan,Elevator,EL718X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628,412,628,418,IRT,Lexington Av,Fulton St,M,4 5,Subway,40.710368,-74.009509,Uptown & The Bronx,Downtown & Brooklyn,1,,POINT (-74.009509 40.710368)
01/01/2023,Manhattan,Elevator,EL315,3,2,1,1,66.0,0.979838709677419,121.5,124.0,0.994354838709677,123.3,124.0,0.983154121863799,731.4666666666667,744.0,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622,105,622,M21,BMT,Jamaica,Chambers St,M,J Z,Subway,40.713243,-74.003401,Brooklyn,Broad St,1,,POINT (-74.003401 40.713243)
01/01/2023,Manhattan,Elevator,EL315,3,2,1,1,66.0,0.979838709677419,121.5,124.0,0.994354838709677,123.3,124.0,0.983154121863799,731.4666666666667,744.0,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622,411,622,640,IRT,Lexington Av,Brooklyn Bridge-City Hall,M,4 5 6,Subway,40.713065,-74.004131,Uptown & The Bronx,Downtown & Brooklyn,1,,POINT (-74.004131 40.713065)
01/01/2023,Bronx,Elevator,EL185,4,2,2,1,193.0,0.981854838709677,121.75,124.0,1.0,124.0,124.0,0.986245519713262,733.7666666666667,744.0,231ST-BWY7-1,295,231 St - Station,295,295,295,104,IRT,Broadway - 7Av,231 St,Bx,1,Elevated,40.878856,-73.904834,242 St,Manhattan,1,,POINT (-73.904834 40.878856)
01/01/2023,Manhattan,Elevator,EL222,9,3,6,2,244.0,0.958602150537634,118.86666666666667,124.0,0.967741935483871,120.0,124.0,0.958064516129032,712.8,744.0,14ST-8AV-A/C/E,166,"14 St (A,C,E)/8 Av (L)",618,115,618,L01,BMT,Canarsie,8 Av,M,L,Subway,40.739777,-74.002578,,Brooklyn,1,,POINT (-74.002578 40.739777)
01/01/2023,Manhattan,Elevator,EL222,9,3,6,2,244.0,0.958602150537634,118.86666666666667,124.0,0.967741935483871,120.0,124.0,0.958064516129032,712.8,744.0,14ST-8AV-A/C/E,166,"14 St (A,C,E)/8 Av (L)",618,166,618,A31,IND,8th Av - Fulton St,14 St,M,A C E,Subway,40.740893,-74.00169,Uptown - Queens,Downtown & Brooklyn,1,,POINT (-74.00169 40.740893)
01/01/2023,Manhattan,Elevator,EL619,1,1,0,0,8.0,1.0,124.0,124.0,1.0,124.0,124.0,0.993817204301075,739.4,744.0,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611,11,611,R16,BMT,Broadway - Brighton,Times Sq-42 St,M,N Q R W,Subway,40.754672,-73.986754,Uptown & Queens,Downtown & Brooklyn,1,,POINT (-73.986754 40.754672)
01/01/2023,Manhattan,Elevator,EL619,1,1,0,0,8.0,1.0,124.0,124.0,1.0,124.0,124.0,0.993817204301075,739.4,744.0,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611,163,611,A27,IND,8th Av - Fulton St,42 St-Port Authority Bus Terminal,M,A C E,Subway,40.757308,-73.989735,Uptown - Queens,Downtown & Brooklyn,1,,POINT (-73.989735 40.757308)
01/01/2023,Manhattan,Elevator,EL619,1,1,0,0,8.0,1.0,124.0,124.0,1.0,124.0,124.0,0.993817204301075,739.4,744.0,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611,317,611,127,IRT,Broadway - 7Av,Times Sq-42 St,M,1 2 3,Subway,40.75529,-73.987495,Uptown & The Bronx,Downtown & Brooklyn,1,,POINT (-73.987495 40.75529)
01/01/2023,Manhattan,Elevator,EL619,1,1,0,0,8.0,1.0,124.0,124.0,1.0,124.0,124.0,0.993817204301075,739.4,744.0,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611,467,611,725,IRT,Flushing,Times Sq-42 St,M,7,Subway,40.755477,-73.987691,Queens,34 St - Hudson Yards,1,,POINT (-73.987691 40.755477)
01/01/2023,Manhattan,Elevator,EL619,1,1,0,0,8.0,1.0,124.0,124.0,1.0,124.0,124.0,0.993817204301075,739.4,744.0,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611,468,611,902,IRT,Lexington - Shuttle,Times Sq-42 St,M,S,Subway,40.755983,-73.986229,,Grand Central,1,,POINT (-73.986229 40.755983)
01/01/2023,Manhattan,Elevator,EL710,6,2,4,1,186.0,1.0,124.0,124.0,0.974193548387097,120.79999999999998,124.0,0.98176523297491,730.4333333333334,744.0,BOWLINGGREEN-LEX-4/5,414,Bowling Green - Station,414,414,414,420,IRT,Lexington Av,Bowling Green,M,4 5,Subway,40.704817,-74.014065,Uptown & The Bronx,Brooklyn,1,,POINT (-74.014065 40.704817)
01/01/2023,Brooklyn,Elevator,EL375,1,1,0,0,174.0,1.0,124.0,124.0,1.0,124.0,124.0,0.993727598566308,739.3333333333334,744.0,CHURCHAV-6AV-F/G,243,Church Av - Station,243,243,243,F27,IND,6th Av - Culver,Church Av,Bk,F G,Subway,40.644041,-73.979678,Manhattan,Coney Island,1,,POINT (-73.979678 40.644041)
01/01/2023,Brooklyn,Elevator,EL345,10,3,7,1,104.0,0.964516129032258,119.59999999999998,124.0,0.866397849462366,107.43333333333334,124.0,0.919310035842294,683.9666666666667,744.0,UTICAAV-8AV-A/C,181,Utica Av - Station,181,181,181,A48,IND,8th Av - Fulton St,Utica Av,Bk,A C,Subway,40.679364,-73.930729,Manhattan,Euclid - Lefferts - Rockaways,1,,POINT (-73.930729 40.679364)
01/01/2023,Bronx,Elevator,EL132,1,1,0,0,249.0,1.0,124.0,124.0,1.0,124.0,124.0,0.99451164874552,739.9166666666666,744.0,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604,219,604,D11,IND,Concourse,161 St-Yankee Stadium,Bx,B D,Subway,40.827905,-73.925651,Bedford Pk Blvd & 205 St,Manhattan,1,,POINT (-73.925651 40.827905)
01/01/2023,Bronx,Elevator,EL132,1,1,0,0,249.0,1.0,124.0,124.0,1.0,124.0,124.0,0.99451164874552,739.9166666666666,744.0,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604,389,604,414,IRT,Jerome Av,161 St-Yankee Stadium,Bx,4,Elevated,40.827994,-73.925831,Woodlawn,Manhattan,1,,POINT (-73.925831 40.827994)
01/01/2023,Brooklyn,Elevator,EL372,5,3,2,1,212.0,0.986559139784946,122.33333333333331,124.0,0.967741935483871,119.99999999999996,124.0,0.974126344086022,724.75,744.0,DEKALBAV-4AV-B/Q/R,26,DeKalb Av - Station,26,26,26,R30,BMT,Broadway - Brighton,DeKalb Av,Bk,B Q R,Subway,40.690635,-73.981824,Manhattan,Coney Island - Bay Ridge,1,,POINT (-73.981824 40.690635)
